,Seller ID,Seller's Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction
626,627,Digital Service,2018-03-20,2018-04-24,2018-05-04,2018-05-05,2018-05-18
627,628,BBFF,2018-03-20,2018-04-05,2018-04-26,2018-05-05,2018-05-08
628,629,BBFF,2018-03-27,2018-05-04,2018-05-09,2018-05-12,2018-05-29
629,630,LifeStyle,2018-03-30,2018-05-04,2018-05-11,2018-05-15,2018-06-18
630,631,BBFF,2018-03-31,2018-04-11,2018-04-23,2018-05-16,2018-05-17
631,632,Electronic,2018-04-04,2018-04-20,2018-04-11,2018-05-20,2018-06-11
632,633,Electronic,2018-04-21,2018-04-25,2018-06-05,2018-06-06,2018-06-15
633,634,Book,2018-04-27,2018-05-04,2018-06-11,2018-06-12,2018-07-13
634,635,LifeStyle,2018-05-02,2018-06-13,2018-05-16,2018-06-17,2018-09-18
635,636,BBFF,2018-05-12,2018-05-30,2018-06-06,2018-06-27,2018-06-26
636,637,LifeStyle,2018-06-07,2018-06-27,2018-07-19,2018-07-23,2018-07-29
637,638,Electronic,2018-07-06,2018-07-26,2018-08-07,2018-08-21,2018-08-22
638,639,BBFF,2018-07-17,2018-08-13,2018-08-17,2018-09-01,2018-09-03
639,640,BBFF,2018-07-26,2018-09-10,2018-09-10,2018-09-10,2018-10-18
640,641,BBFF,2018-07-26,2018-07-29,2018-08-07,2018-09-10,2018-09-12
641,642,BBFF,2018-07-26,2018-07-28,2018-08-31,2018-09-10,2018-09-23
642,643,BBFF,2018-08-17,2018-08-22,2018-09-19,2018-10-02,2018-10-06
643,644,BBFF,2018-08-29,2018-08-29,2018-09-11,2018-10-14,2018-10-16
644,645,LifeStyle,2018-08-30,2018-08-30,2018-09-21,2018-10-15,2018-10-16
645,646,BBFF,2018-03-24,2018-03-29,2018-04-24,2018-05-08,2018-05-09
646,647,Book,2018-03-27,2018-04-05,2018-05-09,2018-05-11,2018-05-11
647,648,BBFF,2018-04-04,2018-04-13,2018-05-17,2018-05-19,2018-06-03
648,649,BBFF,2018-04-06,2018-05-15,2018-05-18,2018-05-21,2018-06-19
649,650,BBFF,2018-04-09,2018-04-23,2018-05-23,2018-05-24,2018-05-26
650,651,Book,2018-04-11,2018-05-08,2018-04-16,2018-05-26,2018-05-31
651,652,BBFF,2018-05-03,2018-05-07,2018-06-15,2018-06-17,2018-06-16
652,653,Book,2018-05-07,2018-06-21,2018-06-20,2018-06-21,2018-06-21
653,654,BBFF,2018-05-12,2018-05-30,2018-06-22,2018-06-26,2018-06-28
654,655,BBFF,2018-05-22,2018-05-30,2018-05-30,2018-07-06,2018-07-24
655,656,LifeStyle,2018-06-16,2018-07-20,2018-07-30,2018-07-31,2018-07-31
656,657,BBFF,2018-06-25,2018-07-11,2018-08-01,2018-08-09,2018-09-09
657,658,BBFF,2018-06-28,2018-07-24,2018-08-04,2018-08-12,2018-08-11
658,659,BBFF,2018-07-30,2018-08-10,2018-09-04,2018-09-13,2018-09-17
659,660,BBFF,2018-07-30,2018-08-09,2018-08-27,2018-09-13,2018-09-21
660,661,LifeStyle,2018-07-30,2018-08-09,2018-09-13,2018-09-13,2018-09-14
661,662,BBFF,2018-07-31,2018-08-08,2018-09-06,2018-09-14,2018-09-15
662,663,BBFF,2018-08-13,2018-08-14,2018-09-26,2018-09-27,2018-10-04
663,664,BBFF,2018-08-26,2018-08-31,2018-09-28,2018-10-10,2018-10-10
664,665,BBFF,2018-08-27,2018-09-13,2018-09-30,2018-10-11,2018-10-12
665,666,BBFF,2018-01-30,2018-02-28,2018-03-05,2018-03-15,2018-03-16
666,667,Electronic,2018-01-30,2018-02-05,2018-02-07,2018-03-15,2018-03-15
667,668,LifeStyle,2018-04-16,2018-05-21,2018-05-31,2018-05-30,2018-07-19
668,669,Electronic,2018-04-16,2018-04-20,2018-05-14,2018-05-30,2018-06-01
669,670,Electronic,2018-05-04,2018-05-17,2018-06-14,2018-06-17,2018-06-28
670,671,Digital Service,2018-05-08,2018-06-19,2018-06-13,2018-06-21,2018-07-06
671,672,BBFF,2018-05-09,2018-05-23,2018-06-21,2018-06-22,2018-06-26
672,673,Book,2018-05-18,2018-06-30,2018-06-18,2018-07-01,2018-07-05
673,674,LifeStyle,2018-05-28,2018-05-29,2018-07-10,2018-07-11,2018-07-13
674,675,Electronic,2018-05-29,2018-06-05,2018-06-14,2018-07-12,2018-07-14
675,676,BBFF,2018-06-28,2018-07-19,2018-08-07,2018-08-11,2018-08-11
676,677,Electronic,2018-07-03,2018-08-13,2018-08-15,2018-08-16,2018-08-16
677,678,BBFF,2018-07-11,2018-07-26,2018-08-23,2018-08-24,2018-08-30
678,679,BBFF,2018-07-20,2018-08-03,2018-08-31,2018-09-02,2018-09-03
679,680,BBFF,2018-07-31,2018-08-01,2018-08-31,2018-09-13,2018-09-20
680,681,Book,2018-08-02,2018-08-22,2018-09-14,2018-09-15,2018-09-18
681,682,BBFF,2018-08-07,2018-08-29,2018-09-19,2018-09-20,2018-10-13
682,683,LifeStyle,2018-08-14,2018-08-24,2018-09-05,2018-09-27,2018-10-16
683,684,Book,2018-09-02,2018-09-10,2018-09-25,2018-10-16,2018-10-16
684,685,Digital Service,2018-01-29,2018-03-08,2018-03-06,2018-03-13,2018-03-21
685,686,BBFF,2018-02-05,2018-03-06,2018-03-15,2018-03-20,2018-03-20
686,687,BBFF,2018-02-06,2018-03-13,2018-02-13,2018-03-21,2018-04-29
687,688,BBFF,2018-03-06,2018-03-20,2018-03-08,2018-04-18,2018-04-18
688,689,LifeStyle,2018-03-09,2018-04-09,2018-04-20,2018-04-21,2018-04-23
689,690,LifeStyle,2018-03-09,2018-03-27,2018-04-20,2018-04-21,2018-06-05
690,691,Electronic,2018-03-09,2018-03-21,2018-04-04,2018-04-21,2018-04-21
691,692,LifeStyle,2018-03-26,2018-03-29,2018-04-23,2018-05-08,2018-06-27
692,693,BBFF,2018-03-29,2018-03-30,2018-04-17,2018-05-11,2018-05-09
693,694,BBFF,2018-03-30,2018-04-12,2018-05-03,2018-05-12,2018-05-17
694,695,Digital Service,2018-04-04,2018-05-16,2018-04-26,2018-05-17,2018-10-06
695,696,Digital Service,2018-04-04,2018-04-18,2018-05-02,2018-05-17,2018-08-07
696,697,LifeStyle,2018-04-11,2018-05-03,2018-05-21,2018-05-24,2018-06-22
697,698,LifeStyle,2018-04-12,2018-04-18,2018-05-24,2018-05-25,2018-05-30
698,699,BBFF,2018-04-16,2018-05-03,2018-05-18,2018-05-29,2018-06-03
699,700,Electronic,2018-05-08,2018-05-25,2018-06-06,2018-06-20,2018-07-02
700,701,BBFF,2018-05-10,2018-05-11,2018-05-21,2018-06-22,2018-08-17
701,702,LifeStyle,2018-05-22,2018-06-11,2018-06-04,2018-07-04,2018-07-25
702,703,BBFF,2018-05-22,2018-05-24,2018-06-29,2018-07-04,2018-07-03
703,704,LifeStyle,2018-05-25,2018-07-02,2018-07-04,2018-07-07,2018-07-09
704,705,BBFF,2018-05-29,2018-06-08,2018-07-11,2018-07-11,2018-07-20
705,706,LifeStyle,2018-06-12,2018-06-25,2018-07-23,2018-07-25,2018-07-28
706,707,BBFF,2018-06-26,2018-08-01,2018-08-06,2018-08-08,2018-08-20
707,708,Electronic,2018-07-03,2018-07-31,2018-08-08,2018-08-15,2018-08-18
708,709,BBFF,2018-07-30,2018-08-29,2018-09-10,2018-09-11,2018-10-12
709,710,BBFF,2018-08-02,2018-08-20,2018-09-10,2018-09-14,2018-09-19
710,711,LifeStyle,2018-08-22,2018-08-31,2018-09-18,2018-10-04,2018-10-18
711,712,BBFF,2018-08-28,2018-08-31,2018-09-20,2018-10-10,2018-10-12
712,713,BBFF,2018-08-28,2018-08-29,2018-09-20,2018-10-10,2018-10-10
713,714,LifeStyle,2018-08-29,2018-08-29,2018-10-09,2018-10-11,2018-10-15
714,715,BBFF,2018-03-15,2018-04-16,2018-04-11,2018-04-26,2018-04-24
715,716,BBFF,2018-03-22,2018-04-12,2018-05-02,2018-05-03,2018-05-08
716,717,BBFF,2018-03-24,2018-03-29,2018-04-26,2018-05-05,2018-05-07
717,718,Digital Service,2018-03-27,2018-03-31,2018-05-04,2018-05-08,2018-09-20
718,719,BBFF,2018-04-10,2018-04-20,2018-05-18,2018-05-22,2018-05-23
719,720,BBFF,2018-04-11,2018-04-19,2018-04-26,2018-05-23,2018-06-08
720,721,BBFF,2018-04-11,2018-04-18,2018-05-15,2018-05-23,2018-05-23
721,722,BBFF,2018-04-23,2018-04-27,2018-05-24,2018-06-04,2018-06-09
722,723,LifeStyle,2018-04-24,2018-05-07,2018-06-04,2018-06-05,2018-06-06
723,724,LifeStyle,2018-05-22,2018-06-04,2018-06-29,2018-07-03,2018-07-02
724,725,LifeStyle,2018-05-26,2018-06-19,2018-07-06,2018-07-07,2018-07-25
725,726,BBFF,2018-06-05,2018-06-25,2018-06-28,2018-07-17,2018-07-17
726,727,LifeStyle,2018-06-19,2018-08-03,2018-07-27,2018-07-31,2018-08-07
727,728,LifeStyle,2018-06-30,2018-06-30,2018-07-31,2018-08-11,2018-08-16
728,729,BBFF,2018-07-03,2018-07-24,2018-08-03,2018-08-14,2018-08-21
729,730,BBFF,2018-07-09,2018-07-12,2018-08-16,2018-08-20,2018-09-06
730,731,BBFF,2018-07-11,2018-07-12,2018-07-20,2018-08-22,2018-09-10
731,732,BBFF,2018-07-30,2018-08-10,2018-08-29,2018-09-10,2018-09-11
732,733,BBFF,2018-08-02,2018-08-13,2018-09-13,2018-09-13,2018-09-14
733,734,BBFF,2018-08-02,2018-08-09,2018-09-06,2018-09-13,2018-09-20
734,735,BBFF,2018-08-05,2018-08-16,2018-08-29,2018-09-16,2018-10-09
735,736,Electronic,2018-08-18,2018-09-06,2018-09-24,2018-09-29,2018-10-05
736,737,BBFF,2018-08-23,2018-08-29,2018-09-10,2018-10-04,2018-10-04
737,738,BBFF,2018-02-01,2018-03-05,2018-02-07,2018-03-14,2018-03-16
738,739,BBFF,2018-02-01,2018-03-01,2018-02-12,2018-03-14,2018-03-17
739,740,LifeStyle,2018-02-09,2018-03-15,2018-03-15,2018-03-22,2018-03-28
740,741,Electronic,2018-02-09,2018-02-28,2018-03-15,2018-03-22,2018-03-23
741,742,BBFF,2018-03-01,2018-04-03,2018-03-05,2018-04-11,2018-04-24
742,743,BBFF,2018-03-24,2018-03-29,2018-04-24,2018-05-04,2018-05-09
743,744,Book,2018-03-27,2018-03-28,2018-04-22,2018-05-07,2018-05-07
744,745,LifeStyle,2018-03-28,2018-03-30,2018-05-07,2018-05-08,2018-05-09
745,746,BBFF,2018-03-28,2018-03-29,2018-04-04,2018-05-08,2018-05-10
746,747,LifeStyle,2018-03-28,2018-03-29,2018-04-04,2018-05-08,2018-05-22
747,748,BBFF,2018-03-28,2018-03-29,2018-04-09,2018-05-08,2018-05-17
748,749,Electronic,2018-03-29,2018-04-05,2018-04-17,2018-05-09,2018-05-12
749,750,Electronic,2018-03-30,2018-04-12,2018-04-18,2018-05-10,2018-06-29
750,751,Electronic,2018-04-11,2018-04-19,2018-05-14,2018-05-22,2018-06-10
751,752,LifeStyle,2018-04-26,2018-04-27,2018-06-05,2018-06-06,2018-06-27
752,753,BBFF,2018-04-27,2018-04-27,2018-05-28,2018-06-07,2018-06-16
753,754,BBFF,2018-05-04,2018-05-18,2018-06-08,2018-06-14,2018-06-14
754,755,LifeStyle,2018-05-07,2018-05-30,2018-06-13,2018-06-17,2018-06-16
755,756,BBFF,2018-05-08,2018-05-21,2018-06-05,2018-06-18,2018-06-23
756,757,LifeStyle,2018-05-13,2018-06-06,2018-06-22,2018-06-23,2018-06-25
757,758,BBFF,2018-05-22,2018-06-06,2018-06-25,2018-07-02,2018-07-27
758,759,Electronic,2018-05-24,2018-06-01,2018-06-28,2018-07-04,2018-07-05
759,760,BBFF,2018-05-25,2018-06-01,2018-07-04,2018-07-05,2018-08-13
760,761,BBFF,2018-06-06,2018-06-29,2018-06-13,2018-07-17,2018-08-04
761,762,LifeStyle,2018-07-05,2018-07-18,2018-08-14,2018-08-15,2018-08-15
762,763,LifeStyle,2018-07-19,2018-08-27,2018-08-27,2018-08-29,2018-09-30
763,764,BBFF,2018-08-02,2018-08-15,2018-09-07,2018-09-12,2018-09-12
764,765,BBFF,2018-08-15,2018-08-20,2018-09-14,2018-09-25,2018-09-25
765,766,Electronic,2018-09-04,2018-09-10,2018-09-10,2018-10-15,2018-10-15
766,767,LifeStyle,2018-03-29,2018-04-05,2018-05-07,2018-05-08,2018-05-29
767,768,BBFF,2018-04-12,2018-04-23,2018-05-08,2018-05-22,2018-05-22
768,769,Book,2018-04-26,2018-05-31,2018-05-22,2018-06-05,2018-06-18
769,770,LifeStyle,2018-05-11,2018-06-01,2018-06-19,2018-06-20,2018-07-02
770,771,LifeStyle,2018-05-16,2018-06-11,2018-05-31,2018-06-25,2018-08-07
771,772,Digital Service,2018-05-25,2018-07-02,2018-07-02,2018-07-04,2018-07-05
772,773,BBFF,2018-06-13,2018-06-30,2018-07-19,2018-07-23,2018-07-30
773,774,Electronic,2018-06-15,2018-06-27,2018-07-18,2018-07-25,2018-07-25
774,775,BBFF,2018-07-19,2018-07-26,2018-08-27,2018-08-28,2018-10-03
775,776,BBFF,2018-08-09,2018-08-21,2018-09-17,2018-09-18,2018-09-21
776,777,BBFF,2018-01-29,2018-02-23,2018-03-06,2018-03-09,2018-03-11
777,778,LifeStyle,2018-02-08,2018-03-06,2018-03-13,2018-03-19,2018-03-21
778,779,BBFF,2018-03-05,2018-03-26,2018-04-03,2018-04-13,2018-04-13
779,780,BBFF,2018-03-27,2018-03-28,2018-05-04,2018-05-05,2018-05-09
780,781,Electronic,2018-04-03,2018-04-20,2018-04-06,2018-05-12,2018-05-14
781,782,LifeStyle,2018-04-13,2018-04-24,2018-05-21,2018-05-22,2018-06-12
782,783,BBFF,2018-04-17,2018-04-19,2018-05-18,2018-05-26,2018-05-26
783,784,BBFF,2018-04-27,2018-06-21,2018-06-04,2018-06-05,2018-06-28
784,785,LifeStyle,2018-05-23,2018-06-04,2018-06-26,2018-07-01,2018-07-06
785,786,BBFF,2018-05-24,2018-06-25,2018-06-26,2018-07-02,2018-07-02
786,787,BBFF,2018-06-13,2018-06-25,2018-06-30,2018-07-22,2018-07-18
787,788,LifeStyle,2018-06-26,2018-07-30,2018-07-30,2018-08-04,2018-08-09
788,789,BBFF,2018-07-03,2018-07-16,2018-07-11,2018-08-11,2018-08-12
789,790,BBFF,2018-07-10,2018-07-25,2018-07-30,2018-08-18,2018-08-27
790,791,LifeStyle,2018-08-03,2018-08-07,2018-08-30,2018-09-11,2018-09-23
791,792,BBFF,2018-08-23,2018-08-28,2018-09-10,2018-10-01,2018-10-09
792,793,Electronic,2018-08-25,2018-08-28,2018-08-28,2018-10-03,2018-10-08
793,794,BBFF,2018-08-27,2018-08-28,2018-10-01,2018-10-05,2018-10-10
794,795,Electronic,2018-08-30,2018-09-07,2018-09-25,2018-10-08,2018-10-08
795,796,LifeStyle,2018-01-24,2018-03-02,2018-02-06,2018-03-03,2018-04-08
796,797,BBFF,2018-01-30,2018-02-22,2018-02-05,2018-03-09,2018-04-13
797,798,BBFF,2018-01-30,2018-02-08,2018-03-02,2018-03-09,2018-03-19
798,799,BBFF,2018-02-02,2018-03-01,2018-03-01,2018-03-12,2018-04-18
799,800,LifeStyle,2018-03-28,2018-03-31,2018-04-09,2018-05-05,2018-05-20
800,801,BBFF,2018-04-04,2018-04-26,2018-04-09,2018-05-12,2018-05-24
801,802,BBFF,2018-04-07,2018-04-20,2018-05-14,2018-05-15,2018-08-07
802,803,LifeStyle,2018-04-09,2018-04-16,2018-04-09,2018-05-17,2018-05-08
803,804,Digital Service,2018-05-07,2018-06-11,2018-06-13,2018-06-14,2018-07-04
804,805,BBFF,2018-05-10,2018-05-30,2018-06-16,2018-06-17,2018-06-16
805,806,Electronic,2018-05-16,2018-06-18,2018-06-18,2018-06-23,2018-06-28
806,807,LifeStyle,2018-05-19,2018-06-13,2018-06-21,2018-06-26,2018-06-27
807,808,LifeStyle,2018-05-21,2018-06-06,2018-05-22,2018-06-28,2018-07-09
808,809,Book,2018-06-14,2018-07-23,2018-07-12,2018-07-22,2018-07-23
809,810,BBFF,2018-06-18,2018-06-29,2018-07-23,2018-07-26,2018-07-28
810,811,BBFF,2018-06-18,2018-06-22,2018-07-21,2018-07-26,2018-07-26
811,812,Digital Service,2018-06-26,2018-08-03,2018-08-01,2018-08-03,2018-09-18
812,813,BBFF,2018-07-02,2018-07-11,2018-07-18,2018-08-09,2018-08-09
813,814,LifeStyle,2018-07-26,2018-08-22,2018-08-31,2018-09-02,2018-09-05
814,815,BBFF,2018-07-26,2018-07-30,2018-08-27,2018-09-02,2018-09-07
815,816,LifeStyle,2018-07-28,2018-07-31,2018-08-01,2018-09-04,2018-09-04
816,817,BBFF,2018-07-30,2018-08-17,2018-09-05,2018-09-06,2018-09-06
817,818,BBFF,2018-08-02,2018-09-05,2018-09-08,2018-09-09,2018-09-18
818,819,BBFF,2018-08-13,2018-08-22,2018-08-22,2018-09-20,2018-09-21
819,820,LifeStyle,2018-08-16,2018-08-17,2018-09-22,2018-09-23,2018-10-05
820,821,BBFF,2018-08-24,2018-08-28,2018-08-29,2018-10-01,2018-10-07
821,822,BBFF,2018-08-27,2018-08-31,2018-09-05,2018-10-04,2018-10-09
822,823,BBFF,2018-08-31,2018-08-31,2018-09-27,2018-10-08,2018-10-09
823,824,Digital Service,2018-09-07,2018-09-20,2018-09-25,2018-10-15,2018-10-18
824,825,BBFF,2018-09-07,2018-09-18,2018-10-03,2018-10-15,2018-10-16
825,826,LifeStyle,2018-01-29,2018-02-08,2018-02-27,2018-03-07,2018-03-07
826,827,BBFF,2018-02-05,2018-03-13,2018-03-02,2018-03-14,2018-03-15
827,828,LifeStyle,2018-03-12,2018-04-12,2018-04-06,2018-04-18,2018-04-30
828,829,BBFF,2018-03-20,2018-04-13,2018-04-09,2018-04-26,2018-04-23
829,830,Electronic,2018-03-22,2018-04-05,2018-04-27,2018-04-28,2018-05-04
830,831,BBFF,2018-04-03,2018-05-03,2018-04-17,2018-05-10,2018-05-26
831,832,Digital Service,2018-04-11,2018-05-14,2018-05-14,2018-05-18,2018-07-13
832,833,Book,2018-04-23,2018-05-11,2018-05-03,2018-05-30,2018-06-12
833,834,BBFF,2018-04-30,2018-05-04,2018-06-01,2018-06-06,2018-06-08
834,835,LifeStyle,2018-05-03,2018-05-11,2018-05-15,2018-06-09,2018-06-08
835,836,Book,2018-05-06,2018-06-05,2018-06-08,2018-06-12,2018-06-13
836,837,BBFF,2018-05-08,2018-06-14,2018-06-13,2018-06-14,2018-08-16
837,838,BBFF,2018-05-11,2018-05-18,2018-06-15,2018-06-17,2018-06-20
838,839,BBFF,2018-05-21,2018-05-22,2018-06-15,2018-06-27,2018-06-28
839,840,BBFF,2018-06-19,2018-06-29,2018-07-20,2018-07-26,2018-07-25
840,841,Book,2018-06-25,2018-07-11,2018-07-17,2018-08-01,2018-07-27
841,842,LifeStyle,2018-06-25,2018-06-30,2018-07-27,2018-08-01,2018-08-01
842,843,LifeStyle,2018-08-11,2018-08-20,2018-08-15,2018-09-17,2018-09-20
843,844,BBFF,2018-08-14,2018-08-29,2018-09-11,2018-09-20,2018-09-22
844,845,LifeStyle,2018-08-20,2018-08-29,2018-09-25,2018-09-26,2018-09-26
845,846,LifeStyle,2018-08-20,2018-08-23,2018-08-23,2018-09-26,2018-10-15
846,847,BBFF,2018-08-22,2018-08-24,2018-09-26,2018-09-28,2018-10-02
847,848,BBFF,2018-08-23,2018-08-24,2018-08-31,2018-09-29,2018-09-28
848,849,BBFF,2018-01-24,2018-02-23,2018-02-05,2018-03-01,2018-02-28
849,850,BBFF,2018-02-26,2018-03-16,2018-03-07,2018-04-03,2018-04-04
850,851,LifeStyle,2018-03-27,2018-03-29,2018-04-11,2018-05-02,2018-05-04
851,852,Digital Service,2018-04-12,2018-04-20,2018-05-15,2018-05-18,2018-07-26
852,853,BBFF,2018-05-02,2018-05-04,2018-05-21,2018-06-07,2018-06-14
853,854,BBFF,2018-05-14,2018-05-31,2018-05-24,2018-06-19,2018-07-06
854,855,Book,2018-05-23,2018-06-25,2018-06-05,2018-06-28,2018-07-01
855,856,BBFF,2018-06-06,2018-07-05,2018-06-21,2018-07-12,2018-07-12
856,857,Book,2018-06-07,2018-07-10,2018-07-11,2018-07-13,2018-07-18
857,858,BBFF,2018-06-23,2018-07-13,2018-07-13,2018-07-29,2018-08-02
858,859,BBFF,2018-07-04,2018-07-30,2018-07-17,2018-08-09,2018-08-12
859,860,BBFF,2018-07-17,2018-07-31,2018-08-13,2018-08-22,2018-08-23
860,861,BBFF,2018-07-18,2018-08-07,2018-08-14,2018-08-23,2018-08-23
861,862,BBFF,2018-07-19,2018-07-26,2018-08-23,2018-08-24,2018-08-26
862,863,Electronic,2018-07-20,2018-07-24,2018-08-23,2018-08-25,2018-09-14
863,864,BBFF,2018-07-24,2018-08-10,2018-08-22,2018-08-29,2018-09-05
864,865,BBFF,2018-07-24,2018-07-29,2018-08-14,2018-08-29,2018-08-29
865,866,BBFF,2018-08-07,2018-08-07,2018-08-11,2018-09-12,2018-09-11
866,867,LifeStyle,2018-08-09,2018-09-14,2018-09-07,2018-09-14,2018-09-14
867,868,LifeStyle,2018-08-16,2018-08-23,2018-09-14,2018-09-21,2018-10-17
868,869,BBFF,2018-08-22,2018-08-23,2018-09-14,2018-09-27,2018-10-03
869,870,BBFF,2018-08-27,2018-08-28,2018-09-28,2018-10-02,2018-10-11
870,871,BBFF,2018-08-29,2018-08-29,2018-09-06,2018-10-04,2018-10-09
871,872,BBFF,2018-09-10,2018-09-14,2018-09-28,2018-10-16,2018-10-17
872,873,BBFF,2018-01-29,2018-02-23,2018-02-07,2018-03-05,2018-03-05
873,874,LifeStyle,2018-02-01,2018-02-13,2018-02-27,2018-03-08,2018-03-08
874,875,Electronic,2018-03-24,2018-03-28,2018-04-04,2018-04-28,2018-05-01
875,876,LifeStyle,2018-04-06,2018-05-07,2018-05-08,2018-05-11,2018-05-31
876,877,LifeStyle,2018-04-11,2018-04-20,2018-05-10,2018-05-16,2018-06-20
877,878,Book,2018-04-12,2018-04-20,2018-05-14,2018-05-17,2018-06-02
878,879,Electronic,2018-04-13,2018-05-14,2018-04-23,2018-05-18,2018-06-23
879,880,BBFF,2018-04-18,2018-05-15,2018-05-22,2018-05-23,2018-05-24
880,881,BBFF,2018-04-25,2018-06-20,2018-05-30,2018-05-30,2018-07-14
881,882,BBFF,2018-05-01,2018-05-04,2018-05-31,2018-06-05,2018-07-22
882,883,LifeStyle,2018-05-04,2018-05-14,2018-05-20,2018-06-08,2018-06-12
883,884,BBFF,2018-05-10,2018-05-11,2018-05-25,2018-06-14,2018-06-14
884,885,BBFF,2018-05-10,2018-05-11,2018-06-12,2018-06-14,2018-06-24
885,886,Electronic,2018-05-18,2018-05-23,2018-06-21,2018-06-22,2018-06-23
886,887,BBFF,2018-05-24,2018-06-06,2018-06-21,2018-06-28,2018-06-29
887,888,BBFF,2018-05-30,2018-06-01,2018-07-01,2018-07-04,2018-07-10
888,889,LifeStyle,2018-06-06,2018-06-19,2018-06-21,2018-07-11,2018-07-14
889,890,BBFF,2018-06-19,2018-07-23,2018-07-20,2018-07-24,2018-08-03
890,891,LifeStyle,2018-06-21,2018-07-25,2018-07-11,2018-07-26,2018-07-27
891,892,BBFF,2018-06-25,2018-07-27,2018-07-27,2018-07-30,2018-09-01
892,893,BBFF,2018-07-10,2018-07-27,2018-08-07,2018-08-14,2018-09-07
893,894,BBFF,2018-07-17,2018-08-21,2018-08-14,2018-08-21,2018-09-08
894,895,BBFF,2018-08-02,2018-08-07,2018-09-06,2018-09-06,2018-09-07
895,896,BBFF,2018-08-09,2018-08-21,2018-09-12,2018-09-13,2018-09-25
896,897,BBFF,2018-08-16,2018-08-22,2018-08-22,2018-09-20,2018-10-03
897,898,BBFF,2018-08-24,2018-09-01,2018-09-20,2018-09-28,2018-10-01
898,899,LifeStyle,2018-08-28,2018-08-29,2018-10-01,2018-10-02,2018-10-08
899,900,BBFF,2018-08-30,2018-08-30,2018-10-01,2018-10-04,2018-10-16
900,901,BBFF,2018-09-05,2018-09-12,2018-09-12,2018-10-10,2018-10-10
901,902,BBFF,2018-03-05,2018-03-27,2018-04-02,2018-04-08,2018-04-11
902,903,Electronic,2018-03-09,2018-03-26,2018-04-11,2018-04-12,2018-04-19
903,904,BBFF,2018-03-23,2018-03-28,2018-04-13,2018-04-26,2018-04-26
904,905,Digital Service,2018-04-19,2018-05-22,2018-05-08,2018-05-23,2018-06-01
905,906,BBFF,2018-05-10,2018-06-19,2018-06-12,2018-06-13,2018-07-06
906,907,BBFF,2018-05-14,2018-05-17,2018-05-31,2018-06-17,2018-08-06
907,908,BBFF,2018-05-16,2018-06-04,2018-06-18,2018-06-19,2018-06-24
908,909,LifeStyle,2018-05-30,2018-06-18,2018-07-02,2018-07-03,2018-07-08
909,910,BBFF,2018-06-05,2018-06-05,2018-07-06,2018-07-09,2018-07-09
910,911,BBFF,2018-06-18,2018-07-17,2018-07-09,2018-07-22,2018-07-20
911,912,BBFF,2018-07-10,2018-07-20,2018-08-09,2018-08-13,2018-10-12
912,913,Electronic,2018-07-17,2018-07-23,2018-07-26,2018-08-20,2018-08-23
913,914,Electronic,2018-07-18,2018-07-20,2018-07-23,2018-08-21,2018-09-09
914,915,BBFF,2018-07-19,2018-08-20,2018-08-16,2018-08-22,2018-09-12
915,916,BBFF,2018-08-10,2018-08-21,2018-09-07,2018-09-13,2018-09-14
916,917,Book,2018-08-15,2018-08-25,2018-08-15,2018-09-18,2018-09-19
917,918,LifeStyle,2018-08-15,2018-08-16,2018-08-15,2018-09-18,2018-09-18
918,919,BBFF,2018-08-15,2018-08-16,2018-09-13,2018-09-18,2018-10-12
919,920,BBFF,2018-08-16,2018-08-20,2018-09-18,2018-09-19,2018-09-20
920,921,Book,2018-08-21,2018-08-30,2018-08-24,2018-09-24,2018-09-24
921,922,BBFF,2018-08-24,2018-08-27,2018-09-19,2018-09-27,2018-09-28
922,923,Electronic,2018-02-28,2018-03-13,2018-03-26,2018-04-02,2018-04-02
923,924,BBFF,2018-03-05,2018-03-29,2018-03-28,2018-04-07,2018-04-09
924,925,BBFF,2018-03-11,2018-03-27,2018-04-06,2018-04-13,2018-06-22
925,926,LifeStyle,2018-03-15,2018-04-11,2018-03-22,2018-04-17,2018-04-17
926,927,LifeStyle,2018-03-15,2018-04-10,2018-04-06,2018-04-17,2018-04-19
927,928,LifeStyle,2018-03-15,2018-04-02,2018-04-05,2018-04-17,2018-05-03
928,929,BBFF,2018-03-19,2018-03-30,2018-04-19,2018-04-21,2018-04-23
929,930,BBFF,2018-03-24,2018-03-29,2018-04-18,2018-04-26,2018-04-26
930,931,Digital Service,2018-03-24,2018-03-29,2018-04-19,2018-04-26,2018-04-30
931,932,Electronic,2018-03-24,2018-03-28,2018-04-18,2018-04-26,2018-04-23
932,933,BBFF,2018-03-24,2018-03-28,2018-04-20,2018-04-26,2018-04-25
933,934,Book,2018-04-05,2018-04-23,2018-04-16,2018-05-08,2018-05-10
934,935,Digital Service,2018-04-12,2018-05-08,2018-05-08,2018-05-15,2018-05-31
935,936,Electronic,2018-04-12,2018-04-20,2018-05-03,2018-05-15,2018-07-25
936,937,Book,2018-04-20,2018-04-26,2018-05-22,2018-05-23,2018-06-09
937,938,Electronic,2018-04-26,2018-04-27,2018-05-07,2018-05-29,2018-06-09
938,939,LifeStyle,2018-04-26,2018-04-27,2018-05-29,2018-05-29,2018-05-31
939,940,BBFF,2018-04-27,2018-04-27,2018-05-31,2018-05-30,2018-06-20
